fund_identifier,funds,returns,fund_type,fund_company
FU506BRUT,Asset Allocation - Conservative ,-0.462352,Available,Industrial Alliance
FU507BRUT,Asset Allocation - Moderate ,-0.142426,Available,Industrial Alliance
FU508BRUT,Asset Allocation - Balanced ,0.100169,Available,Industrial Alliance
FU509BRUT,Asset Allocation - Growth ,0.334398,Available,Industrial Alliance
FU510BRUT,Asset Allocation - Aggressive Growth ,0.569858,Available,Industrial Alliance
FU922BRUT,Portfolio Series Income (CI),0.970874,Available,Industrial Alliance
FU923BRUT,Portfolio Series Conservative (CI),0.720467,Available,Industrial Alliance
FU924BRUT,Portfolio Series Balanced (CI),1.225644,Available,Industrial Alliance
FU925BRUT,Portfolio Series Balanced Growth (CI),1.457102,Available,Industrial Alliance
FU926BRUT,Portfolio Series Growth (CI),1.659217,Available,Industrial Alliance
FU070BRUT,Money Market,0.462448,Available,Industrial Alliance
FU170BRUT,Short Term Bond,0.001117,Available,Industrial Alliance
FU722BRUT,Canadian Bond Index (BlackRock),-1.376914,Available,Industrial Alliance
FU383BRUT,Green Bond (AlphaFixe),-1.216573,Available,Industrial Alliance
FU020BRUT,Bond,-1.300119,Available,Industrial Alliance
FU587BRUT,Responsible Fossil Fuel Free Bond,-1.322062,Available,Industrial Alliance
FU472BRUT,Bond (Fiera Capital),-1.377355,Available,Industrial Alliance
FU521BRUT,Bond (PH&N),-1.324357,Available,Industrial Alliance
FU632BRUT,Core Plus Bond (PH&N),-1.259325,Available,Industrial Alliance
FU860BRUT,Core Plus Bond (PIMCO),-1.065458,Available,Industrial Alliance
FU453BRUT,ReturnPlus (AlphaFixe),-1.137821,Available,Industrial Alliance
FU021BRUT,Canadian Corporate Bond,-0.52431,Available,Industrial Alliance
FU504BRUT,Long Term Bond,-3.289353,Available,Industrial Alliance
FU861BRUT,Core Plus Long Term Bond (PIMCO),-3.024284,Available,Industrial Alliance
FU893BRUT,Global Fixed Income (PIMCO),0.766561,Available,Industrial Alliance
FU111BRUT,Floating Rate Bank Loan (AlphaFixe)*,0.565657,Available,Industrial Alliance
FU240BRUT,Diversified Security,0.015793,Available,Industrial Alliance
FU889BRUT,Balanced Moderate Index (BlackRock),-0.004664,Available,Industrial Alliance
FU040BRUT,Diversified,0.575046,Available,Industrial Alliance
FU751BRUT,Balanced (Beutel Goodman),0.048327,Available,Industrial Alliance
FU463BRUT,Balanced (Jarislowsky)*,0.641265,Available,Industrial Alliance
FU944BRUT,Sustainable Balanced,0.3998499999999999,Available,Industrial Alliance
FU380BRUT,Balanced Growth (MFS),0.12194299999999998,Available,Industrial Alliance
FU522BRUT,Balanced (PH&N),1.023913,Available,Industrial Alliance
FU250BRUT,Diversified Opportunity,0.914761,Available,Industrial Alliance
FU462BRUT,Fidelity Canadian Asset Allocation,0.803014,Available,Industrial Alliance
FU723BRUT,Canadian Equity Index (BlackRock),0.538316,Available,Industrial Alliance
FU160BRUT,Dividend,1.412573,Available,Industrial Alliance
FU887BRUT,Canadian Dividend (Beutel Goodman),1.198127,Available,Industrial Alliance
FU888BRUT,Canadian Equity Low Volatility (TD),1.624314,Available,Industrial Alliance
FU359BRUT,Fundamental Canadian Equity (Beutel Goodman),-0.008571,Available,Industrial Alliance
FU752BRUT,Canadian Equity (Beutel Goodman)**,0.144572,Available,Industrial Alliance
FU633BRUT,Canadian Equity Value (PH&N),0.613654,Available,Industrial Alliance
FU871BRUT,Fidelity Canadian Focused Equity,1.756354,Available,Industrial Alliance
FU862BRUT,Fidelity Canadian Systematic Equity,1.068914,Available,Industrial Alliance
FU464BRUT,Canadian Equity Growth,1.042644,Available,Industrial Alliance
FU899BRUT,Canadian Equity Q Growth (CC&L),1.71282,Available,Industrial Alliance
FU593BRUT,Canadian Equity (Fiera Capital),2.611901,Available,Industrial Alliance
FU384BRUT,Canadian Ethical Equity Fossil Fuel Free (Fiera Capital),2.714226,Available,Industrial Alliance
FU488BRUT,Canadian Equity (Jarislowsky),1.67354,Available,Industrial Alliance
FU385BRUT,Canadian Equity Fossil Fuel Free (Jarislowsky),1.725857,Available,Industrial Alliance
FU360BRUT,Canadian Equity (MFS),1.08671,Available,Industrial Alliance
FU270BRUT,Fidelity True North,1.082814,Available,Industrial Alliance
FU870BRUT,Canadian Equity Small Cap,0.652584,Available,Industrial Alliance
FU541BRUT,Canadian Equity Small Cap (QV),1.957277,Available,Industrial Alliance
FU876BRUT,Global Equity Index ACWI (BlackRock),1.989907,Available,Industrial Alliance
FU707BRUT,Global Equity,2.889115,Available,Industrial Alliance
FU886BRUT,Global Equity Low Volatility ACWI (TD),3.020026,Available,Industrial Alliance
FU351BRUT,Fidelity Global Low Volatility Equity,2.150227,Available,Industrial Alliance
FU754BRUT,Global Equity (Sprucegrove),0.47781300000000004,Available,Industrial Alliance
FU342BRUT,Global Equity (Burgundy),1.977077,Available,Industrial Alliance
FU358BRUT,Global Equity Opportunistic Value (Wellington),-0.977165,Available,Industrial Alliance
FU945BRUT,Climate Strategy (Wellington),-1.211909,Available,Industrial Alliance
FU386BRUT,Global Equity Fossil Fuel Free (Jarislowsky),1.339482,Available,Industrial Alliance
FU390BRUT,Global Research Equity (MFS),2.233859,Available,Industrial Alliance
FU133BRUT,Global Equity (Mawer),2.153592,Available,Industrial Alliance
FU456BRUT,Global Equity (Walter Scott),3.7954420000000004,Available,Industrial Alliance
FU595BRUT,Global Equity (Fiera Capital)**,2.863509,Available,Industrial Alliance
FU724BRUT,Global Equity (PH&N) ,3.918772,Available,Industrial Alliance
FU641BRUT,Global Equity Growth (T Rowe Price),2.273447,Available,Industrial Alliance
FU331BRUT,Global Equity (Baillie Gifford),0.39305900000000005,Available,Industrial Alliance
FU387BRUT,Sustainable Growth (Baillie Gifford),-1.364485,Available,Industrial Alliance
FU781BRUT,Global Equity Small Cap (Fisher),0.750117,Available,Industrial Alliance
FU609BRUT,Global Equity Small Cap (Global Alpha),-0.41342599999999996,Available,Industrial Alliance
FU130BRUT,Global Equity Small Cap (Mawer)**,-0.223076,Available,Industrial Alliance
FU300BRUT,International Equity Index (BlackRock),1.925297,Available,Industrial Alliance
FU706BRUT,International Equity,1.808999,Available,Industrial Alliance
FU483BRUT,International Equity (Jarislowsky),1.256745,Available,Industrial Alliance
FU131BRUT,International Equity (Mawer),0.419935,Available,Industrial Alliance
FU467BRUT,International Equity (MFS),0.948453,Available,Industrial Alliance
FU760BRUT,US Equity Index (BlackRock),3.023701,Available,Industrial Alliance
FU895BRUT,US Equity Index Non-Registered (BlackRock),3.009375,Available,Industrial Alliance
FU518BRUT,US Dividend Growth,3.3456569999999997,Available,Industrial Alliance
FU705BRUT,US Equity,3.138203,Available,Industrial Alliance
FU512BRUT,US Equity (Jarislowsky),2.91319,Available,Industrial Alliance
FU132BRUT,US Equity (Mawer),3.111703,Available,Industrial Alliance
FU513BRUT,US Equity Core (MFS),3.223352,Available,Industrial Alliance
FU479BRUT,US Equity (Fiera Capital)**,2.019458,Available,Industrial Alliance
FU233BRUT,Thematic Innovation,4.104877,Available,Industrial Alliance
FU642BRUT,US Large Cap Core Growth Equity (T Rowe Price),4.986684,Available,Industrial Alliance
FU898BRUT,Emerging Markets Equity Index (BlackRock)*,-3.3975859999999996,Available,Industrial Alliance
